line,season,episode,character
"Yes! And I knew it the whole time! I kept the secret. I kept the secret so good. You didn’t know, you didn’t know, and you didn’t freaking know. But I knew!",9,19,Kevin
That is correct.,3,21,Dwight
Wanna play catch in the parking lot?,9,15,Erin
"Right. There, first...",4,8,Jim
"We did it, we did it. I love you.",9,21,Dwight
"Okay, I'm not... I'm not playing this game, Pam. Not today.",8,22,Ryan
We had to leave because of creative differences.,8,7,Andy
We're laughing at this cartoon!,5,6,Phyllis
Cause you're sweeter than candy.,2,12,Dwight
You want to get sick you go to the hospital.,5,25,Dwight
I'm just --,4,7,Dwight
OK. Packer can go to hell.,9,17,Phyllis
"Oh, here we go. They asked for cash, but you know... I give them cash every week, so-- how much cash does a person need? I have taken it upon myself to do something a little more special. I have painted a portrait of the two of them from memory.  And I have another one of them in the nude. But that one is for me.",6,4,Michael
Oh...what was that? Now I'm gonna be all whipped for my first day at work. God. One second. Oh...,9,9,Jim
Since Christmas.,2,21,Oscar
I did. Major personnel crises averted. Compliment accepted.,3,8,Michael
"Yeah. It’s real. It’s the only way you’ll learn. OK, and go ahead. Oh, god, nice! She’s through the green, everybody. Here comes yellow, real doozy. Careful!",9,22,Jim
Ryan?,3,3,Michael
"Jim, this is gonna come as no surprise but I know exactly what you are going to say. The only possible assistant to my assistant-",9,22,Dwight
Dancing babies! I love it! I love it!,4,5,Michael
I'm doing OK. Getting excited for the weekend though. What are you up to?,1,3,Jim
Oh. You don't have to tell me this.,3,20,Jim
"Jim, please no loopholes.",7,20,Michael
"Look, it has sentimental value, Dwight. Can I buy it from you?",2,10,Jim
"Closer to the epicenter, I guess.",3,4,Pam
Yuck. I'm not going to sit on that disgusting seat.,6,18,Phyllis
That's not happening.,4,5,Angela
I'm gonna with the python.,5,25,Dwight
"Well, I think it would be very realistic, it would look just like him.",3,4,Michael
"Well, I just got off the phone with Jan. And um... she demoted me.",3,3,Michael
Yes! The freaking PDA!,7,15,Oscar
Jim's gonna love it.,3,21,Phyllis
"Ahh! You said it! You know who you would love? Oh, this guy in my neighborhood, Tom Dizemore. This is him ""Hey! Hey Scott!""",6,20,Michael
You're asking him to give up all of his power.,5,17,Andy
"Oh, boy. Maybe your heels are too high.",9,23,Pam
"No, Meredith, that's not his actual bicycle, but it is the same exact model he uses.",7,5,Oscar
"Hey, shut up Toby. Look, why do we as a society hate old people so much?",4,2,Michael
"Well, I'm not actually making a formal complaint. I just really think we should talk about it.",2,21,Jim
Mr. Todd! Mr. Todd! I found her!,7,3,Andy
Thank you.,9,22,Pam
Make that face he likes.,7,15,Darryl
You could just be saying it to get the job.,7,24,Jim
We would really appreciate it.,6,4,Jim
"See, now you don’t owe me anything.",9,23,Jim
"You guys, they're making out.",5,13,Andy
"Um. Okay, um.",3,2,Michael
"Nope. Scared of getting cut in half. Also, there's pee on the floor.",7,1,Pam
Yes.,7,3,Michael
"No, I don't think they are. I think the meetings are very important.",6,3,Michael
They’re terrible.,8,8,Jim
I mean... I'm impressed.,9,15,Andy
"And this dude labels his food. He's the clean one. And, I'm the messy one. How much fun is this?",9,14,Jim
I am. I am the office administrator! Window treatment guy Can I show you a few samples?,7,2,Pam
"I would say, if you want someone, if you really want them,... go get them.",7,24,Phyllis
Are you okay?,3,7,Pam
"Oh, my gosh, well... Listen, Oscar, generosity and togetherness and community all convalescences into... morale. That's what I say, so...",1,4,Michael
He's around here somewhere.,9,14,Erin
What could he possibly stand to gain from a real juggling routine? How can you keep defending him?,7,22,Pam
"""Don't be an idiot."" Changed my life.",3,16,Dwight
I'm pretty sure we said slap.,6,8,Michael
Is that what happened to you?,6,17,Jim
"Here I am; Signed, sealed, delivered; I'm yours!",8,19,Andy
No--- We're all unstable.,3,23,Michael
"Oh, I’m sorry. Didn’t you cheat on Andy?",9,12,Erin
I have a very strong suspicion.,7,24,Oscar
"Was this year's Dundies a success? Well, let's see, I made Pam laugh so hard, that she fell out of her chair, and she almost broke her neck. So I killed, almost.",2,1,Michael
"A dart? Are you kidding me? Who would put a poison dart, well, I mean, I don't know that it's poison. I mean, I just have to imagine. God, I'm glad he's OK though. Kinda sounds like he deserved it, opening another man's treasure and all. Wow!",8,18,Dwight
"No, no, no, no, no, no, no! No, no, no, no, no, no.",8,22,Ryan
"I love you, Angela. Yes, even you. I love you, Kelly. I love you, Meredith. This is all platonically, of course.",2,16,Michael
"Good, good. What else?",9,15,Andy
I thought we were having a nice time.,5,16,Pam
We did?,5,10,Michael
"Oh... What, um, what is your commute like? How long does it take to get in?",4,14,Michael
"Probably the best advice you ever gave me, Dwight.",3,8,Michael
"I mean, you were gonna do this without me?",9,23,Jim
Alright.,6,15,Jim
I should really get going.,5,1,Pam
Joe Montana!,4,9,Pam
You took something that doesn't belong to you.,2,7,Dwight
"Be careful. I pulled my mom's dog off a pillow once, and I got bit.",9,18,Pam
"Irene, what would you do without me?",8,19,Erin
"So since you guys already ate, you won't be eating the stuff you brought with you for lunch, will you?  Oh, wow, Stanley. Is that egg salad? Andy brought some salmon.",5,24,Michael
"I will say B, Buffalo! Final answer!",5,26,Michael
"Well, I...",5,25,Andy
"Yeah, the fractional ownership property. Oh, we took this one right before we got in that huge fight.",8,21,Ryan
"Yeah, she does like Elmo.",8,1,Jim
"Deangelo, I forget, did you mention you like politics?",7,19,Angela
She was always engaged.,2,11,Jim
He looks a lot like you. How much time did you spend on that?,4,5,Pam
Jim and I went to dinner a few times when he got back from New York. I talked him through his break up. It's really nice to be good friends again.,4,1,Pam
We need a warning signal.,8,1,Kevin
"Yeah, I mean, the Count has a very distinct voice.",6,20,Jim
"I have a kid. Last week, Jim at home? That was no vacation.",8,13,Darryl
"Oh no, I just, I decided to stay.",2,1,Pam
You did not just say that! You don’t know Pam. She is really cool.,9,21,Dwight
"No. OK, no. I'm crowning! I'm crowning! Aaaaaaaa!",5,3,Dwight
"No, I shouldn't have to ask you to do stuff like that. You should just do it.",5,26,Jim
I think it does.,2,3,Michael
Do you like Steve Miller?,1,6,Kevin
"Not so weak, huh, Mom?",5,3,Dwight
I'll be on top. It's the most important position.,8,15,Dwight
No. Let's talk for a long time.,6,4,Jim
Hey! Let us out of here! Hey! I have--,3,9,Kevin
"If the boat's a-rockin', don't come knockin'!",2,11,Michael
Mmhmm. Dwight are you eating a stick?,8,5,Pam
Can't wait. A folk colonialist gathering when unemployment's at 9%. I wouldn't miss it for the world.,8,4,Ryan
I can travel anywhere except Cuba. And I will travel to New Zealand. And walk the 'Lord of the Rings' trail to Mordor. And then I will hike Mount Doom. So... no... just leave me alone.,2,17,Dwight
"Hey, Cece, why don't you draw another picture for us, exactly like this one, or at least in the exact same style?",8,13,Andy
"Aw, it's gonna be the worst.",5,20,Jim
It's the only gavel I could find.,5,4,Phyllis
How long does it take to find a cell phone? I don't know either.,2,4,Michael
Please don't throw garbage at me.,1,5,Pam
Oh the Anti-Christ!,6,12,Michael
"Yeah, wasn't that neat?",9,18,Pam
We already have a sofa. So why do---,4,4,Michael
"I don't know, I kind of hate all our regular places right now. Oh, you know what , that one...",4,10,Pam
"Andy, let's just talk about this man-to-man, after work.",5,5,Dwight
Long johns? A shaw?,3,19,Kevin
"Trick question! Cause you can't always tell, so... how would I know. Is that the right answer?",3,1,Michael
Okay. Phyllis.,2,4,Jim
I saw that. That's great!,9,14,Dwight
I can hear you.,7,15,Darryl
"Ooh, easy. That's not it at all.",6,3,Jim
Kevin. Erin would like a few words with you.,6,16,Michael
Okay.,4,4,Michael
"No, there's nothing to see over there, people! There's nothing to see. ...They found the castle, Michael.",3,19,Dwight
Please stop that!,6,17,Jim
It's firm.,5,22,Dwight
"Ok. So, we're going through all the wedding plans and, boy, it is complicated.",5,25,Jim
"Uh-huh, yes, I can do that. Absolutely! Perfect. Oh, I'm glad it timed out that way.",2,14,Michael
"Yeah, I know.",2,11,Jim
And you went to New York to do this. So when you come back you come back the right way. Right?,5,7,Jim
"Hey, I didn’t get a chance to say it, but… congratulations, Dwight.",9,21,Oscar
All right Jim. Your quarterlies look very good. How are things at the library?,1,1,Michael
"Okay, now I'm laughing at you.",2,1,Pam
"Ok, this is the classic undersell because you should know we don't work out of a log cabin. We trade on the New York Stock Exchange. Ever heard of it? It's in New York.",3,12,Andy
"Oooh, uh hah, ooh! Wha-hoo! Ahhhh...",3,22,Pam
"Kevin, stop it with that question.",9,2,Angela
"Oh, come on.",5,6,Michael
"No, nope, no one is helping me out at all Mom. No, I'm not gonna call Jan. She'd just worry... drive down here and make a big thing... Who told you that? No, it was mutual. What is Pam doing chatting with you?",2,12,Michael
Oy vey... schmear.,2,16,Michael
Oh yeah.,1,4,Jim
Right. But how'd you say it?,7,13,Pam
Yup.,3,20,Jim
"Well, a little bit of blood rushed into mine as well, so where does that leave us?",5,21,Dwight
"Don't be mad, it is a business trip.",3,2,Dwight
I guess you could say she died of blunt force trauma and blood loss. She got in a car accident and plowed into the side of an airplane hanger.,4,10,Dwight
Get me some ice and a styrofoam bucket. Here we go.,5,13,Dwight
"What do we got? Creed, disqualified.",6,19,Michael
"Okay, okay, you know, just sometimes you’re not the best with the phone.",9,12,Jim
"Too late, Kev.",1,6,Jim
Your feelings for Erin? Probably your heart... and a little bit your penis.,9,12,Kevin
Time's almost up. How many are left?,8,21,Oscar
What was that?,8,10,Jim
"I know. Hold on a second. I think Pam wanted to say something. Pam, you had a look that you wanted to ask a question just then.",1,1,Michael
"I think you do, mon.",1,2,Kevin
"Are you kidding? Thank you, man. I mean, I've wanted the opportunity to say thanks for... everything. And I'm really sorry about the job. That just seems crazy.",9,15,Jim
"I think I’m a little too busy these days to s--- Oh ,my God. I did send Dwight on a quest for the Holy Grail.",9,12,Jim
"Yeah, the Syracuse branch can’t be happy you’re taking New York clients.",8,23,Phyllis
You didn't think to mention me huh?,7,20,Pam
Yes!,1,5,Michael
Us.,9,13,Pam
You came into my office voluntarily.,1,3,Dwight
Ok. Ok. A-ha-ha! That was a test. You have failed. For this is my room. You would not share with me.,6,4,Dwight
E.T. phone Holly. Holly like phone?,7,12,Michael
And Bingo was his name. Let's go.,5,24,Michael
“And shove it up my butt.”,8,13,Jim
Was it worth it? Was it worth it temp?,2,4,Dwight
Ooh! Winner gets ten bucks! Wait -wait for me! Andy!,4,13,Kevin
"Employees of this office are very small and delicate. Deserve protection from local pervs. Better 1,000 innocent men are locked up than one guilty man roam free.",3,21,Dwight
"I know. I don't wanna get ahead of myself, but I think I want her to meet my mom.",4,11,Michael
Andy Bernard.,3,22,Michael
"A blooper reel? What is this, 2005? I look like Bob Saget? Fail! Who's this guy? Look at him dance. Fail!",9,4,Andy
"Michael, it's Phyllis.",6,15,Dwight
"Are you? I don't think you're doing such a good job here, suppressing ideas and creativity.",4,5,Michael
"No, that's not it.",5,11,Michael
"Toby, how did we do?",7,1,Andy
And also there is no such thing as a rabies doctor.,4,1,Pam
Who was Pam's first celebrity crush?,9,2,Phyllis
"Oh, this could be a juicy one.",6,9,Dwight
"Another beautiful day in Tallahassee. Ooh. Good morning, Alonzo.",8,19,Erin
I am the guy who roused that crowd.,6,10,Michael
"That... is for a good cause. Phyllis, how's the rabies quilt coming?",4,1,Michael
"Katy but you know what, don't try to sell me one. Okay, seriously 'cause I'm just here to learn.",1,6,Jim
"It was a tough year. I had to fire somebody this year. This party has to really rock. Check it out. Christmas bonus. 3,000 G's. I got this for helping save the company money. So I guess some good came out of firing Devon after all. Maybe I should call him and tell him that.",2,10,Michael
"All right, everybody. This is your last meal, so eat up.",5,1,Michael
"For starters, I really think we can streamline communication around here...",7,24,Andy
"Okay, so the recipe says we need a mixing bowl…",8,16,Erin
