character,line,season,episode
Michael,"Well Zion, I am not going to be paying for your college tuition. Which brings me to my main point and that is that I will not be able to pay for anybody's tuition. I'm so, so sorry.",6,11
Michael,I'm sorry. I'm sorry. I'm so sorry.,6,11
Mikela,You lied to us.,6,11
Michael,"I lied to myself too. I'm not a millionaire. I thought I would be by the time I was 30, but I wasn't even close. And then I thought maybe by the time I was 40, but by 40, I had less money than when I was 30. Maybe by my 50s, I don't know. I wanted to pay for your education. I really did. It was my dream. Some people have evil drems, some people have selfish dreams or wet dreams. My dream was in the right place.",6,11
Lefevre,You owe this to us!,6,11
Michael,"Okay, hold on. Hold on. Now I can't pay for your college. But you don't have to go to class to be in class. Online courses are a viable option to a traditional college experience. And the best way to access those courses is with your own personal laptop. Which is rendered useless without batteries, and I have one for each of you.",6,11
Michael,"Hey, hold-hold on, hold on, hold on, hold on. They're lithium.",6,11
Jim,"Look, there was a big mistake obviously, so I will fix it. Okay? This was your idea anyway.",6,11
Andy,Correction. It was my idea.,6,11
Jim,Okay.,6,11
Dwight,My idea!,6,11
Creed,"Guys, I'm starting to think Pam's not really even pregnant.",6,11
Pam,"Ok, for the record, I am pregnant and, obviously there has been some kind of a mistake, so why doesn't Jim just pick the next highest score on the list and we'll move on.",6,11
Phyllis,That's fair.,6,11
Dwight,"Excellent idea, Pam.",6,11
Pam,Thank you.,6,11
Andy,"That would be employee number three, which would be... son of a bitch, Pam Halpert.",6,11
Phyllis,"How is that possible? No offense Pam, but how the hell is that possible?",6,11
Dwight,There must be some reasonable explanation for this.,6,11
Pam,"No, wait, come on. I didn't miss a day, I came in early, I stayed late, and I doubled my sales last month.",6,11
Andy,"Oh, really? From what, two to four?",6,11
Pam,Yup.,6,11
Jim,"Guys, this isn't some elaborate scam, okay?",6,11
Deliveryman,"Hi, I have an order here for a custom cake, Jim Halpert.",6,11
Jim,"Okay. That is me, but I didn't order the cake.",6,11
Kevin,Look who it is!,6,11
Angela,"""It could only be you!"" Way to go.",6,11
Dwight,He knew all along!,6,11
Kelly,I'm going to have some cake.,6,11
Stephanie,David Wallace's office.,6,11
Dwight,"This is Kevin Malone, is David there?",6,11
Stephanie,"No, he's in his weekly staff meeting, can I take a message?",6,11
Dwight,"Tell him I'm mad at Jim, because he's asking us to give money to Pam.",6,11
Dwight,This is Stanley Hudson. Jim Halpert is a menace.,6,11
Dwight,"It's Toby Flenderson. Listen, things are getting really bad down here.",6,11
Lefevre,"Hey, Mr. Scott.",6,11
Michael,"Erin, can you give us a second?",6,11
Lefevre,That was messed up what you did.,6,11
Michael,"Yeah. Yeah. I know, I know, I know, I'm sorry.",6,11
Lefevre,Who does something like that? Who promises that to a bunch of kids and then just doesn't come through like that?,6,11
Michael,What can I do?,6,11
Lefevre,You can pay for my college.,6,11
Michael,"I can give you an extra laptop battery. Not everyone took one. How about this? If you can find a way to pay for your college tuition, let me buy your books, okay?",6,11
Lefevre,They're expensive.,6,11
Michael,"Yeah, well, I owe you that at least, right?",6,11
Lefevre,"It's about $1,000.",6,11
Michael,Really? Wow. That's over $200 a year.,6,11
Lefevre,"No, $1,000 each year.",6,11
Michael,"For-okay, okay here's what I'm gonna do. I'm going to write 4 checks for $1,000 each. I'm going to date them one year apart. Now, you are to use one check a year. And please call me before you cash the check? Cause I've got monies to move around.",6,11
Lefevre,"Okay. Okay. Make it out to my mom, Rosa.",6,11
Michael,That's a lot of zeroes.,6,11
Jim,This is Jim.,6,11
David Wallace,"Jim, what the hell is happening there?",6,11
Jim,"Hey, uh David.",6,11
David,Yes.,6,11
Jim,"So there was a little bit of a miscommunication here today. It's been a little wild, uh, but I am on it.",6,11
David,"Just so I understand, you started Employee of the Month, give it to yourself, then people complain, so you give it to your wife?",6,11
Jim,No.,6,11
David,Am I missing something?,6,11
Jim,"I really don't know how it happened, David.",6,11
Dwight,I know how it happened.,6,11
David,"Jim, I bumped you up because I thought you could make my life easier. If you can't do that, we're going to have a separate discussion.",6,11
Jim,"All right, it will not happen again. I promise.",6,11
David,"Uh, hey, I'm sorry. I'm taking this out on you.",6,11
Dwight,No!,6,11
David,"It's been crazy here. You know I think you're doing a great job, right?",6,11
Dwight,What?,6,11
Jim,Yeah. Thank you.,6,11
Dwight,No.,6,11
David,"Okay. Hey, we still on for dinner this weekend?",6,11
Dwight,What?,6,11
Jim,Yes.,6,11
David,Okay.,6,11
Dwight,"Oh, you're kidding me!",6,11
Jim,See you.,6,11
Dwight,Damn it!,6,11
Erin,"Hey Mr. Scott, What you gonna do, What you gonna do make our dreams come true. Hey Mr. Scott, What you gonna do---",6,11
Michael,Please stop. 15 lives. I destroyed 15 young lives today.,6,11
Erin,No.,6,11
Michael,Yes.,6,11
Erin,"No, there's financial aid, uh, they could join the army or the navy.",6,11
Michael,"You're what, like, 12?",6,11
Erin,"The principal told me that 90% of Scott's Tots are on track to graduate, and that's 35% higher than the rest of the school. So I think if you hadn't made that promise, a lot of them would've dropped out. Which is something to think about, I think.",6,11
Michael,I think you're doing a great job.,6,11
Erin,Really?,6,11
Michael,"What do you want from this job, provided the company doesn't go out of business?",6,11
Erin,I've always wondered what it might be like to be an accountant.,6,11
Michael,Really?,6,11
Erin,"Yes, but I'm terrible at math so...",6,11
Michael,"You know, when I hired Kevin, he was actually applying for a job in the warehouse.",6,11
Erin,Seriously?,6,11
Michael,Yeah. I just sort've had a feeling about him. I have a feeling about you too.Michael and,6,11
Erin,"Hey Mr. Scott, What you gonna do, What you gonna do make our dreams come true. Hey Mr. Scott, What you gonna do, What you gonna do make our dreams come true.",6,11
Jim,"See you tomorrow, Dwight.",6,11
Dwight,Apparently.,6,11
Ryan,How's it going? Good day?,6,11
Dwight,"Not now, Temp.",6,11
Ryan,"Um, okay, so, um, listen. I know about your diabolical plan.",6,11
Dwight,What? Diabolical plan? I wouldn't even know how to begin a diabol...,6,11
Ryan,I found a copy of it in the copier tray.,6,11
Dwight,So what do you want?,6,11
Ryan,I want the same thing you want. I want to take Jim Halpert down. I want in.,6,11
Dwight,"Attention everyone! Jim and I, on behalf of--",6,12
Jim,Too loud.,6,12
Dwight,--the party planning committee...,6,12
Jim,"Too, too loud. Too Loud.",6,12
Dwight,"But effective, look! On behalf of Jim and I, Merry Christmas.",6,12
Everyone,Merry Christmas.,6,12
Dwight,Merry Christmas. Good.,6,12
Dwight,My diabolical plot is on hold for Christmas. My heart just melts with the sound of children singing. Hmmph! Not really! I'm just tired. The days are short. I don't know. Maybe I'm depressed.,6,12
Dwight,It is time to unveil the tree.,6,12
Oscar,"Hey, Rockefeller Center!",6,12
Jim,Yeah.,6,12
Ryan,"Uh, I have actually been to Rock Center, and this is nothing like that.",6,12
Jim,This is all we have.,6,12
Ryan,Ugh.,6,12
Jim,"No, it's not ""ugh."" It is... office camaraderie.",6,12
Dwight,It is warm feelings.,6,12
Meredith,Why don't we talk more about it instead of doing it?,6,12
Dwight,Thirty! Twenty-nine! Twenty-eight!,6,12
Jim,Why would you start so high?,6,12
Dwight,Twenty- seven! Twenty-six! ...,6,12
Jim,"Three, two, one!",6,12
Phyllis,Ooh.,6,12
Pam,Ah!,6,12
Phyllis,You didn't decorate it?,6,12
Jim,No.,6,12
Dwight,Exactly.,6,12
Jim,"We didn't, because we think it'd be better to do it together.",6,12
Dwight,Everyone.,6,12
Andy,"Why would you wrap it in a sheet, if you're not covering anything up?",6,12
Pam,"Is it, is it fake?",6,12
Jim,Pam!,6,12
Dwight,"Yes, we are unveiling, an artificial tree, that will never die...",6,12
Jim,Yes.,6,12
Dwight,Like the spirit of Christmas!,6,12
Stanley,We're supposed to applaud you for taking a giant diaper off fake tree?,6,12
Dwight,This was a successful unveiling! Go back to work! Merry Christmas!,6,12
Erin,Hello. Sorry guys. Sorry guys. I'm not sure I've earned the right to make announcements yet. But whoever is giving me the Twelve Days of Christmas? As my Secret Santa? Please stop. I can't take it anymore. My cat killed a turtledove; the French hens have started pulling out my hair to make a nest. Please. Stop.,6,12
Kelly,What psycho would send that as a gift?,6,12
Andy,I begged Dwight and Jim to give me Erin for Secret Santa. And I decided to give Erin the Twelve days of Christmas. Is it my fault that the first eight days is basically thirty birds?,6,12
Phyllis,"Ho ho ho! Merry Christmas boys and girls! It's me, Santa Claus!",6,12
Dwight,Hey Santa!,6,12
Oscar,They finally let you do it!,6,12
Phyllis,Yeah!,6,12
Kevin,Congrats Phil!,6,12
Erin,It's so edgy!,6,12
Phyllis,"I have been wanting to be Santa for years. I believe I have the right temperament, and the figure to do the job well. I slipped a note to Jim eleven weeks ago, and he said I could do it. It's been a long journey... but I'm Santa Claus!",6,12
Pam,"So Santa, what can we expect from this party?",6,12
Phyllis,It's going to be a very jolly time if you've been good!,6,12
Creed,What if you've been bad?,6,12
Phyllis,Oh then nothing but a lump of coal for you!,6,12
Creed,"What if you've been really, really bad? More evil, and strictly wrong?",6,12
Jim,"Hey, Creed, we covered it. Lump of coal!",6,12
Phyllis,Yeah.,6,12
Dwight,"For several weeks, my Secret Santa has been giving me pieces of a machine that I've been attempting to assemble. I'm suspicious of this because I had the exact same idea, for catching Osama bin Laden. I would simply send him a different piece each day. He would assemble it, to find himself... in jail!",6,12
Pam,"You know Oscar every time I make this lasagna people ask me if it's a family recipe, but really, I just get the recipe from the box!",6,12
Oscar,That's funny.,6,12
Pam,"Is it funny? I thought it was more ...interesting, than funny.  I think my water just broke!",6,12
Oscar,That's too funny.,6,12
Pam,Oscar and the warehouse guy! Go Oscar! Go gay warehouse guy!,6,12
Michael,"Heeeeeere's Santa! Hey little girl, what would you like for Christmas? Ooh, you have been a very naughty girl, I see.",6,12
Pam,"Michael, we already have a Santa, Phyllis.",6,12
Michael,What the hell is going on?,6,12
Michael,"Phyllis, Jim? Phyllis is Santa?",6,12
Jim,Yeah.,6,12
Michael,Phyllis?,6,12
Jim,Yeah I told her a long time ago she could do it.,6,12
Michael,Take it back. That is absurd.,6,12
Jim,"No, I'm not gonna do that.",6,12
Michael,No? No! Jim! Come on!,6,12
Jim,I think she's doing a good job.,6,12
Michael,"It's insane! A woman Santa, where does it stop? No! Jim, this may be the last Christmas that we have here, doesn't it make you a tiny bit anxious, me NOT playing Santa? Come on!",6,12
Jim,I'm not gonna go tell Phyllis that she can't be Santa.,6,12
Michael,"Fine! Then do it anonymously. Ransom note style. You can- I -you know what, I have a bunch of letters cut out of magazines in my desk. You can use those.",6,12
Michael,"If this were Russia, yeah sure. Everyone would go to one Santa, and there would be a line around the block and once you sat on her lap and she'd ask you what you wanted, you would say probably ""freedom."" At which point the KGB would arrest you and send you to Siberia. It's a good thing Russia doesn't exist anymore.",6,12
Michael,"Ho ho ho! Why pay more to sit next to old Tranny Claus over there, when you can sit on my lap. Phyllis is only ... pretending to be a man, I'm the real thing. Sit down on my lap and there will be no doubt!",6,12
Group,Okay...,6,12
Michael,"No it's not, not like penis-wise. Hello little boy, what's your name?",6,12
Kevin,"Michael it's me, Kevin. Phyllis says I'm too big for her lap.",6,12
Michael,"Oh! I am so sorry that Phyllis hates you. And hates your body. But, Santa remembers a reindeer that was just a tiny bit different as well.",6,12
Kevin,When can I sit on your lap?,6,12
